story,coin_fail,stock_fail,gambling_fail,over_consuming,real_estate_investment,job_problem,crime_damage,health_problem,family_problem,business_fail
"건강 문제로 인해 일을 할 수 없는 상태입니다. 병원비와 생활비로 인해 빚이 쌓여가고 있으며, 현재는 수입이 없어 회생 절차를 준비하고 있습니다.",0,0,0,0,0,1,0,1,0.0,0
가상화폐 투자로 큰 돈을 벌 수 있을 거라 생각했어요. 저도 남들처럼 대박 나겠지 싶어서 대출까지 받았죠. 근데 시장이 무너지는 바람에 하루아침에 모든 돈을 잃었습니다. 이제 남은 건 빚뿐이라 회생 신청이라도 해야 할 것 같아요.,1,0,0,0,0,0,0,0,0.0,0
2021년에 친구들이 다 가상화폐 투자해서 돈 번다고 하길래 저도 시작했어요. 처음에는 잘 되다가 갑자기 폭락하면서 전 재산을 잃었습니다. 지금 빚이 너무 많아서 감당할 수 없어요. 회생 신청을 통해 다시 일어설 수밖에 없을 것 같습니다.,1,0,0,0,0,0,0,0,0.0,0
"심각한 건강 문제로 인해 병원비가 많이 들었습니다. 일을 할 수 없어 수입도 없고, 치료비가 계속 쌓여가고 있습니다. 현재 빚이 1억 2천만 원을 넘으며, 회생 신청을 통해 이 상황에서 벗어나고자 합니다.",0,0,0,0,0,0,0,1,0.0,0
"작년에 회사에서 해고된 이후로 새 일자리를 찾지 못하고 있습니다. 생활비와 대출 이자가 부담이 되어 빚이 계속 쌓여가고 있습니다. 현재 빚이 6천만 원을 넘어, 회생 신청을 하려고 합니다.",0,0,0,0,0,1,0,0,0.0,0
"작은 자영업을 운영했지만, 경제 상황이 나빠지면서 매출이 급감했습니다. 결국 가게를 닫고 남은 건 1억 5천만 원의 빚입니다. 현재 이 빚을 갚을 방법이 없어 회생 신청을 준비하고 있습니다.",0,0,0,0,0,0,0,0,0.0,1
"인터넷 광고에 속아 큰 돈을 투자했지만, 사기를 당해 모든 재산을 잃었습니다. 남은 빚이 너무 많아 회생 절차를 밟아야 할 상황입니다.",0,0,0,0,0,0,1,0,0.0,0
"저는 주식 투자가 안전하다고 생각했어요. 그래서 퇴직금 전부를 주식에 넣었죠. 그런데 예상치 못한 경제 위기가 닥치면서 모든 돈을 잃었습니다. 퇴직금도 다 날리고, 이제는 빚만 남았습니다. 회생 신청을 통해 이 상황을 벗어나고 싶습니다.",0,1,0,0,0,0,0,0,0.0,0
"가족 문제로 인해 이혼하게 되었고, 이후 경제적 어려움이 커졌습니다. 아이들 양육비와 생활비를 감당할 수 없어 빚이 쌓여가고 있으며, 회생 절차를 통해 이 상황을 해결하려고 합니다.",0,0,0,0,0,0,0,0,1.0,0
"몇 년 전, 주식으로 돈을 좀 벌어보겠다고 모든 재산을 투자했어요. 처음엔 수익이 났지만, 곧 시장이 폭락하면서 모든 것을 잃게 되었어요. 이제는 회생 절차를 통해 다시 시작할 방법을 찾아야 합니다.",0,1,0,0,0,0,0,0,0.0,0
"건강이 악화되어 긴 병원 생활을 하게 되었습니다. 의료비와 생활비로 인해 빚이 계속 늘어나고 있으며, 현재는 수입도 없어 회생 절차를 준비하고 있습니다.",0,0,0,0,0,1,0,1,0.0,0
"건강이 나빠져 일을 그만두게 되었고, 수입이 없어 생활비와 의료비를 감당할 수 없습니다. 현재 빚이 9천만 원에 달하며, 회생 신청을 통해 이 상황에서 벗어나고자 합니다.",0,0,0,0,0,1,0,1,0.0,0
"도박은 재미로 시작했는데, 점점 더 빠져들게 됐어요. 결국 큰 돈을 걸게 되었고, 모든 재산을 잃었습니다. 지금은 도박빚이 5천만 원이 넘는데, 가족들에게는 말도 못 하고 있습니다. 회생 신청을 해서 이 지옥에서 벗어나고 싶습니다.",0,0,1,0,0,0,0,0,0.0,0
"저는 사기를 당해 모든 돈을 잃었습니다. 믿었던 사람이 고수익을 보장한다며 투자금을 받았지만, 결국 사기였고 모든 돈을 잃었습니다. 남은 건 빚뿐이라 회생 신청을 통해 이 상황을 벗어나고 싶습니다.",0,0,0,0,0,0,1,0,0.0,0
"처음엔 소소하게 시작한 도박이었지만, 점점 큰 돈을 걸다 보니 결국 모든 걸 잃었습니다. 빚이 8천만 원에 달해 도저히 갚을 방법이 없어요. 이제 회생 절차를 밟아야 할 때입니다.",0,0,1,0,0,0,0,0,0.0,0
"사업이 처음엔 잘 되는 듯했지만, 점점 어려워졌습니다. 결국 파산하게 되었고, 빚이 2억 원 이상 남아 있습니다. 이 상황에서 벗어나기 위해 회생 절차를 밟고자 합니다.",0,0,0,0,0,0,0,0,0.0,1
"부동산이 안전하다는 말을 듣고 대출을 받아 집을 샀습니다. 하지만 부동산 시장이 침체되면서 집값이 하락했고, 대출 이자가 너무 커져 감당할 수가 없습니다. 빚이 1억 원을 넘어서 이제는 회생 신청을 할 수밖에 없어요.",0,0,0,0,1,0,0,0,0.0,0
"저는 소비를 멈출 수 없었습니다. 매달 신용카드를 긁으면서 쇼핑을 했고, 빚이 점점 늘어났어요. 이제 카드 대금이 3천만 원을 넘어섰고, 이 빚을 갚을 수 있는 방법이 없어요. 그래서 회생 신청을 고민하고 있습니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산 투자로 안정적인 수익을 기대했지만, 경기 불황으로 상가 임차인을 구하지 못했습니다. 대출 이자 부담이 너무 커져 빚이 1억 5천만 원에 달합니다. 회생 절차를 통해 이 상황을 해결하고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
"이혼 후 아이들과 함께 생활비와 양육비를 감당해야 했습니다. 하지만 수입이 부족해 빚이 계속 늘어나고 있으며, 현재 빚이 1억 원에 달합니다. 회생 신청을 통해 이 어려움을 해결하고 싶습니다.",0,0,0,0,0,0,0,0,1.0,0
"쇼핑 중독으로 인해 매달 새로운 물건을 사느라 신용카드 한도를 초과했습니다. 카드 대금이 쌓여가도 멈출 수 없었고, 현재는 빚이 4천만 원 이상입니다. 이 빚을 갚기 위해 회생 절차를 밟으려고 합니다.",0,0,0,1,0,0,0,0,0.0,0
"가상화폐가 대세라는 말을 듣고 시작했는데, 처음엔 잘 됐었어요. 하지만 너무 욕심을 부린 탓에, 대출까지 받으면서 투자했습니다. 결국 폭락하면서 8천만 원을 잃고 빚더미에 앉게 됐어요. 이 상황에서 벗어나기 위해 회생 신청을 하려고 합니다.",1,0,0,0,0,0,0,0,0.0,0
주식으로 돈 좀 벌어보겠다고 퇴직금을 다 쏟아부었어요. 그런데 예기치 못한 경제 위기가 닥치면서 하루아침에 모든 걸 잃었습니다. 지금은 빚이 너무 커서 도저히 갚을 수가 없습니다. 회생 신청을 통해 다시 시작하고 싶습니다.,0,1,0,0,0,0,0,0,0.0,0
"처음엔 소소한 내기로 시작한 도박이었어요. 점점 더 큰 돈을 걸게 되면서 모든 재산을 잃었고, 지금은 도박빚이 5천만 원이 넘습니다. 가족들에게도 말하지 못한 채 홀로 이 상황을 감당하고 있습니다. 회생 신청을 통해 이 빚에서 벗어나고 싶어요.",0,0,1,0,0,0,0,0,0.0,0
"소비를 멈출 수가 없었어요. 스트레스를 받으면 쇼핑을 했고, 그게 점점 심해졌습니다. 신용카드 빚이 눈덩이처럼 불어나 이제는 3천만 원을 넘어섰습니다. 이 빚을 갚을 방법이 없어 회생 절차를 밟으려고 합니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산 투자로 돈을 벌 수 있을 거라 생각했죠. 대출을 받아 아파트를 샀는데, 집값이 떨어지고 이자만 늘어나고 있습니다. 현재 빚이 1억 원을 넘으며, 이대로는 도저히 감당할 수 없을 것 같아 회생 신청을 준비 중입니다.",0,0,0,0,1,0,0,0,0.0,0
"건강이 나빠져 직장을 그만두게 되었습니다. 수입이 없으니 생활비와 의료비를 감당할 수가 없습니다. 현재 빚이 6천만 원에 달하며, 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",0,0,0,0,0,1,0,1,0.0,0
"인터넷에서 좋은 투자 기회를 발견하고 큰 돈을 투자했지만, 결국 사기를 당해 모든 돈을 잃었습니다. 지금 남은 건 빚뿐이고, 이대로는 도저히 벗어날 방법이 없어 회생 신청을 하려고 합니다.",0,0,0,0,0,0,1,0,0.0,0
"갑자기 건강이 나빠져 큰 수술을 받았습니다. 병원비가 너무 많이 들고, 일을 할 수 없어 수입도 없으니 빚이 쌓여갑니다. 현재 빚이 9천만 원을 넘고 있어, 회생 절차를 통해 이 어려움을 해결하고자 합니다.",0,0,0,0,0,1,0,1,0.0,0
"이혼 후 양육비와 생활비를 혼자 감당해야 했어요. 하지만 수입이 부족해서 빚이 계속 늘어나고 있어요. 지금 빚이 1억 원에 달하고, 이 상황에서 벗어나기 위해 회생 신청을 하려 합니다.",0,0,0,0,0,0,0,0,1.0,0
"사업이 처음엔 잘 되는 것 같았지만, 점점 매출이 줄어들고 결국 파산했습니다. 남은 건 2억 원 이상의 빚뿐입니다. 이 빚을 갚을 방법이 없어 회생 신청을 통해 다시 일어서고 싶습니다.",0,0,0,0,0,0,0,0,0.0,1
"가상화폐에 빠져서 대출까지 받아가며 투자했습니다. 처음엔 수익이 나서 좋았지만, 시장이 폭락하면서 모든 돈을 잃었습니다. 현재 빚이 7천만 원이고, 회생 신청을 통해 이 위기에서 벗어나고자 합니다.",1,0,0,0,0,0,0,0,0.0,0
"퇴직 후 노후를 대비해 주식 투자를 시작했습니다. 처음엔 수익이 나는 것 같아 기뻤지만, 주가가 급락하면서 모든 것을 잃었습니다. 현재는 퇴직금도 사라지고, 빚만 남아 회생 신청을 고려하고 있습니다.",0,1,0,0,0,0,0,0,0.0,0
"친구들과의 내기에서 시작된 도박이 이렇게까지 커질 줄 몰랐어요. 결국 전 재산을 잃고, 도박빚이 4천만 원에 달합니다. 이제는 가족들에게도 손을 벌려야 할 지경이라 회생 신청을 하려 합니다.",0,0,1,0,0,0,0,0,0.0,0
"쇼핑을 하면서 스트레스를 푸는 게 일상이었어요. 그래서 카드 빚이 쌓이게 되었고, 현재는 5천만 원이 넘는 빚을 안고 있습니다. 더는 이대로는 안 될 것 같아 회생 신청을 준비 중입니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산으로 큰 돈을 벌겠다는 꿈에 대출을 받아 집을 샀습니다. 하지만 예상과 달리 집값이 떨어지고 이자만 늘어나고 있어요. 현재 빚이 1억 5천만 원을 넘고, 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
"회사에서 정리해고를 당한 후 일자리를 찾지 못하고 있습니다. 생활비와 대출 이자가 계속 쌓여가고, 현재 빚이 5천만 원을 넘습니다. 이 상황에서 벗어나기 위해 회생 신청을 하려 합니다.",0,0,0,0,0,1,0,0,0.0,0
사기를 당해 모든 것을 잃었습니다. 친구라고 믿었던 사람이 제게서 모든 돈을 가져갔어요. 남은 건 빚뿐이라 회생 신청을 통해 이 상황을 벗어나고자 합니다.,0,0,0,0,0,0,1,0,0.0,0
"심각한 건강 문제로 인해 병원비가 엄청나게 많이 들었습니다. 일을 할 수 없어 수입도 없고, 치료비가 계속 쌓여가고 있습니다. 현재 빚이 1억 원을 넘으며, 회생 신청을 통해 이 상황에서 벗어나고자 합니다.",0,0,0,0,0,1,0,1,0.0,0
"이혼 후 혼자서 아이들을 키우며 생활비와 양육비를 감당해야 했습니다. 수입이 부족해 빚이 계속 늘어나고 있으며, 현재는 빚이 8천만 원에 달합니다. 회생 신청을 통해 이 어려움을 해결하고 싶습니다.",0,0,0,0,0,0,0,0,1.0,0
"작은 가게를 운영했지만, 코로나19로 인해 매출이 급감했습니다. 결국 가게를 닫게 되었고, 남은 건 2억 원의 빚입니다. 이 빚을 갚을 방법이 없어 회생 신청을 준비하고 있습니다.",0,0,0,0,0,0,0,0,0.0,1
"저는 2021년에 비트코인에 투자했습니다. 처음에는 수익이 나서 기뻤지만, 점점 더 많은 돈을 넣게 되었습니다. 결국 시장이 붕괴하면서 5천만 원을 잃고 빚만 남았습니다. 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",1,0,0,0,0,0,0,0,0.0,0
"루나코인에 투자해서 큰 돈을 벌 수 있을 거라고 생각했어요. 그런데 갑작스런 폭락으로 인해 전 재산을 잃고, 1억 원 이상의 빚을 지게 되었습니다. 도저히 감당할 수 없어서 회생 신청을 하려고 합니다.",1,0,0,0,0,0,0,0,0.0,0
"주식 투자를 통해 부자가 되고 싶었습니다. 하지만 예상치 못한 주가 하락으로 인해 퇴직금 전부를 잃었습니다. 현재는 대출 이자조차 갚지 못하고, 회생 신청을 고려하고 있습니다.",0,1,0,0,0,0,0,0,0.0,0
"친구의 추천으로 주식에 투자했지만, 시장이 폭락하면서 2천만 원의 빚이 생겼습니다. 이제는 어떻게 해야 할지 모르겠어요. 회생 신청을 해야 할 것 같아요.",0,1,0,0,0,0,0,0,0.0,0
"바카라에서 돈을 잃었어요. 처음엔 재미로 시작했지만, 점점 더 큰 돈을 걸게 되면서 모든 것을 잃었습니다. 현재 빚이 4천만 원에 달해 도저히 갚을 방법이 없습니다.",0,0,1,0,0,0,0,0,0.0,0
"토토사이트에서 돈을 땄을 때는 정말 행복했어요. 하지만 잃은 돈을 되찾기 위해 더 큰 돈을 걸었고, 결국 6천만 원의 빚만 남았습니다. 회생 신청을 통해 다시 시작하고 싶습니다.",0,0,1,0,0,0,0,0,0.0,0
"저는 온라인 쇼핑에 중독되어 있어요. 세일만 하면 무조건 사야 하는 강박에 시달리면서, 카드빚이 3천만 원이 넘었습니다. 이 상황에서 벗어나기 위해 회생 신청을 하려고 합니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산 투자로 돈을 벌 수 있을 거라 믿었습니다. 전세자금 대출로 아파트를 샀지만, 집값이 하락하고 대출 이자만 늘어났습니다. 현재 빚이 1억 원 이상이며, 회생 신청을 통해 이 어려움을 해결하고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
"상가 투자로 안정적인 수익을 기대했지만, 경기 불황으로 임차인을 구하지 못해 이자 부담이 너무 큽니다. 현재 빚이 1억 5천만 원에 달하며, 회생 절차를 통해 다시 시작하고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
회사에서 해고된 이후로 1년째 일자리를 찾지 못하고 있습니다. 생활비와 대출 이자가 매달 부담이 되어 현재 빚이 5천만 원을 넘습니다. 이 상황에서 벗어나기 위해 회생 신청을 하려 합니다.,0,0,0,0,0,1,0,0,0.0,0
"건강 문제로 인해 일을 할 수 없게 되었습니다. 수입이 없으니 생활비와 의료비를 감당할 수 없습니다. 현재는 빚이 8천만 원 이상이며, 회생 절차를 통해 다시 일어설 수 있기를 바랍니다.",0,0,0,0,0,1,0,1,0.0,0
"저는 사기를 당해 모든 재산을 잃었습니다. 믿었던 사람이 투자금을 들고 도망갔고, 현재 남은 건 빚뿐입니다. 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",0,0,0,0,0,0,1,0,0.0,0
"인터넷 사기에 당해 큰 돈을 잃었습니다. 투자한 돈을 다 날리고, 이제는 빚이 너무 많아 회생 절차를 밟아야 할 것 같습니다.",0,0,0,0,0,0,1,0,0.0,0
"심각한 건강 문제로 인해 병원비가 많이 들었습니다. 일을 할 수 없어 수입도 없고, 치료비가 계속 쌓여갑니다. 현재 빚이 1억 원을 넘으며, 회생 신청을 통해 이 상황에서 벗어나고자 합니다.",0,0,0,0,0,1,0,1,0.0,0
"이혼 후 양육비와 생활비를 혼자 감당해야 했습니다. 수입이 부족해 빚이 계속 늘어나고 있으며, 현재는 빚이 1억 원에 달합니다. 회생 신청을 통해 이 어려움을 해결하고 싶습니다.",0,0,0,0,0,0,0,0,1.0,0
비트코인 투자로 수익을 내기 시작했어요. 하지만 갑작스런 시장 붕괴로 모든 돈을 잃었습니다. 지금은 7천만 원의 대출이 남아 있어 회생 신청을 해야 합니다.,1,0,0,0,0,0,0,0,0.0,0
"회사에서 정리해고를 당한 후, 새 일자리를 찾지 못해 생활비를 충당할 수 없습니다. 대출 이자가 쌓여 빚이 6천만 원을 넘어, 회생 신청을 하려고 합니다.",0,0,0,0,0,1,0,0,0.0,0
"친구의 권유로 주식에 투자했지만, 주가가 하락하면서 모든 재산을 잃었습니다. 퇴직금도 모두 사라지고, 현재 남은 건 대출빚뿐입니다. 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",0,1,0,0,0,0,0,0,0.0,0
"바카라에서 큰 돈을 잃고 빚더미에 앉았습니다. 처음엔 소소하게 시작했지만, 점점 큰 돈을 걸게 되면서 5천만 원의 빚이 생겼습니다. 이 빚을 갚을 방법이 없어 회생 절차를 밟으려 합니다.",0,0,1,0,0,0,0,0,0.0,0
"온라인 쇼핑 중독으로 인해 매달 새로운 물건을 사느라 신용카드 한도를 초과했습니다. 카드 대금이 쌓여가도 멈출 수 없었고, 현재는 빚이 3천만 원 이상입니다. 이 빚을 갚기 위해 회생 신청을 고려하고 있습니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산 투자로 큰 돈을 벌고 싶었습니다. 그래서 대출을 받아 상가를 샀지만, 임차인을 구하지 못해 이자 부담이 너무 큽니다. 현재 빚이 1억 원에 달해 회생 신청을 준비 중입니다.",0,0,0,0,1,0,0,0,0.0,0
"코인 투자로 한때는 돈을 벌었지만, 시장이 급락하면서 모든 것을 잃었습니다. 현재는 8천만 원의 빚을 지고 있어 도저히 갚을 수 없습니다. 회생 신청을 하려고 합니다.",1,0,0,0,0,0,0,0,0.0,0
"몇 년 전, 비트코인에 투자해서 한동안 잘 나갔어요. 그런데 갑자기 시장이 폭락하면서 전 재산을 날리고 빚만 남았어요. 이제는 빚이 너무 커서 감당이 안 돼요. 회생 신청을 통해 다시 시작하고 싶어요.",1,0,0,0,0,0,0,0,0.0,0
"저는 루나코인에 큰 돈을 넣었습니다. 처음엔 가격이 오르길래 계속 투자했는데, 한순간에 폭락하면서 모든 걸 잃고 빚더미에 앉았습니다. 회생 신청으로 이 고통에서 벗어나고 싶습니다.",1,0,0,0,0,0,0,0,0.0,0
"회사에서 퇴직하고, 주식 투자로 안정적인 수익을 기대했습니다. 하지만 갑작스러운 주가 하락으로 모든 퇴직금을 잃고 대출까지 받게 되었습니다. 현재는 빚이 너무 많아 회생 신청을 고려 중입니다.",0,1,0,0,0,0,0,0,0.0,0
"코인 투자로 한때는 큰 돈을 벌었습니다. 그러나, 갑자기 시장이 하락하면서 1억 원 이상을 잃게 되었습니다. 이제는 대출 이자조차 갚기 힘들어서 회생 절차를 밟고 있습니다.",1,0,0,0,0,0,0,0,0.0,0
"토토사이트에서 돈을 딴 적이 있었어요. 그때는 돈을 쉽게 벌 수 있을 것 같아서 계속했지만, 결국 모든 돈을 잃고 빚만 남았습니다. 도박빚이 너무 커서 이젠 회생 신청이라도 해야 할 것 같아요.",0,0,1,0,0,0,0,0,0.0,0
"처음엔 재미로 시작한 바카라였는데, 점점 빠져들면서 모든 돈을 걸게 됐어요. 결국 6천만 원의 빚을 지게 되었고, 도저히 갚을 방법이 없어 회생 신청을 하고자 합니다.",0,0,1,0,0,0,0,0,0.0,0
"쇼핑이 제 스트레스 해소법이었어요. 필요한 것도 아닌데, 신용카드로 물건을 사는 게 유일한 낙이었죠. 카드빚이 3천만 원이 넘고, 이젠 갚을 능력도 없습니다. 회생 신청을 고려하고 있어요.",0,0,0,1,0,0,0,0,0.0,0
"온라인 쇼핑 중독으로 매달 새로운 물건을 사느라 카드 대금이 눈덩이처럼 불어났습니다. 이제는 카드 한도를 다 써버렸고, 빚이 4천만 원을 넘어섰습니다. 회생 절차를 밟아야 할 것 같습니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산이 안전하다고 들어서 전세보증금을 빼서 아파트에 투자했습니다. 그런데 시장이 침체되면서 집값이 떨어지고, 대출 이자도 감당할 수 없는 상황입니다. 회생 신청을 준비 중입니다.",0,0,0,0,1,0,0,0,0.0,0
"상가 투자로 돈을 벌겠다고 생각했지만, 임차인을 구하지 못해 이자가 눈덩이처럼 불어났습니다. 현재 빚이 1억 2천만 원이고, 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
직장을 잃고 나서 생활비를 충당하기 위해 대출을 받았습니다. 몇 달째 일자리를 구하지 못하고 빚이 계속 쌓이고 있습니다. 현재 빚이 7천만 원을 넘어서 회생 신청을 하려 합니다.,0,0,0,0,0,1,0,0,0.0,0
"건강이 나빠져 일을 그만두게 되었습니다. 수입이 없으니 생활비와 의료비를 감당할 수가 없습니다. 현재는 빚이 9천만 원 이상이며, 회생 절차를 통해 다시 일어설 수 있기를 바랍니다.",0,0,0,0,0,1,0,1,0.0,0
"인터넷 광고를 보고 고수익을 기대하며 큰 돈을 투자했지만, 사기를 당해 모든 재산을 잃었습니다. 남은 건 빚뿐이고, 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",0,0,0,0,0,0,1,0,0.0,0
"친구가 믿을 만한 투자라고 해서 시작했는데, 결국 사기를 당해 모든 돈을 잃었습니다. 이제는 회생 절차를 통해 새로운 시작을 하고 싶습니다.",0,0,0,0,0,0,1,0,0.0,0
"심각한 건강 문제로 인해 병원비가 너무 많이 들었습니다. 일을 할 수 없어 수입도 없고, 치료비가 계속 쌓여갑니다. 현재 빚이 1억 원을 넘으며, 회생 신청을 통해 이 상황에서 벗어나고자 합니다.",0,0,0,0,0,0,0,1,0.0,0
"사업을 시작했지만, 예상치 못한 경제 상황으로 인해 매출이 급감했습니다. 결국 파산에 이르렀고, 현재는 2억 원 이상의 빚만 남았습니다. 회생 절차를 통해 다시 일어설 수 있기를 바랍니다.",0,0,0,0,0,0,0,0,0.0,1
비트코인 투자가 잘될 때는 정말 좋았어요. 하지만 한순간에 시장이 무너지면서 모든 돈을 잃었습니다. 이제는 8천만 원의 빚을 지고 있어 도저히 감당할 수 없습니다. 회생 신청을 하려고 합니다.,1,0,0,0,0,0,0,0,0.0,0
"작년에 회사에서 해고된 후, 생활비와 대출 이자가 매달 부담이 되어 빚이 5천만 원을 넘습니다. 이 상황에서 벗어나기 위해 회생 신청을 하려 합니다.",0,0,0,0,0,1,0,0,0.0,0
"주식 시장에서 돈을 벌겠다고 퇴직금 전부를 투자했습니다. 하지만 시장이 급락하면서 모든 것을 잃게 되었습니다. 현재는 퇴직금도 사라지고, 남은 건 빚뿐입니다. 회생 신청을 통해 이 어려움을 해결하고 싶습니다.",0,1,0,0,0,0,0,0,0.0,0
"친구들과의 내기에서 시작한 바카라가 점점 커졌어요. 결국 모든 돈을 잃고, 도박빚이 4천만 원에 달합니다. 이 빚을 갚을 방법이 없어 회생 신청을 하려고 합니다.",0,0,1,0,0,0,0,0,0.0,0
"저는 쇼핑을 통해 스트레스를 풀곤 했어요. 그래서 신용카드 한도를 초과하면서까지 물건을 사게 되었고, 지금은 빚이 3천만 원이 넘습니다. 이 빚을 갚기 위해 회생 신청을 하려 합니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산이 안정적이라는 말을 믿고, 대출을 받아 집을 샀습니다. 하지만 집값이 떨어지고 대출 이자가 늘어나는 바람에 빚이 1억 5천만 원을 넘어갑니다. 회생 신청을 통해 이 어려움을 해결하고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
"정리해고를 당한 후 새로운 직장을 찾지 못하고 있습니다. 생활비와 대출 이자가 계속 쌓여가고, 현재 빚이 6천만 원을 넘습니다. 이 상황에서 벗어나기 위해 회생 신청을 하려 합니다.",0,0,0,0,0,1,0,0,0.0,0
"비트코인에 투자했을 때, 돈이 쉽게 벌리는 것 같았습니다. 처음엔 수익이 나서 더 많은 돈을 투자하게 됐죠. 하지만 갑작스러운 시장 폭락으로 모든 돈을 잃었습니다. 현재는 대출 이자를 감당할 수 없어 회생 신청을 고려하고 있습니다.",1,0,0,0,0,0,0,0,0.0,0
"루나코인이 한창 인기였을 때, 저도 친구들과 함께 투자했습니다. 하지만 급락으로 인해 모든 재산을 잃고 1억 원 이상의 빚을 지게 되었습니다. 도저히 갚을 수 없어서 회생 신청을 준비하고 있습니다.",1,0,0,0,0,0,0,0,0.0,0
"주식 시장에서 성공할 수 있다고 믿고, 모든 재산을 투자했습니다. 하지만 시장이 갑자기 하락하면서 퇴직금도 모두 잃고 대출까지 받게 되었습니다. 현재는 빚이 너무 많아 회생 신청을 하려 합니다.",0,1,0,0,0,0,0,0,0.0,0
"처음에는 코인 투자로 돈을 좀 벌었습니다. 하지만, 욕심이 생겨 더 많은 돈을 투자하다가 결국 시장이 붕괴하면서 전 재산을 잃게 되었습니다. 이 빚을 갚기 위해 회생 절차를 밟아야 할 것 같습니다.",1,0,0,0,0,0,0,0,0.0,0
토토사이트에서 큰 돈을 딴 적이 있었습니다. 그 후로 계속 도박을 하다가 결국 모든 돈을 잃고 빚만 남았습니다. 도박빚이 너무 커서 이젠 회생 신청을 통해 다시 시작하고 싶습니다.,0,0,1,0,0,0,0,0,0.0,0
"처음엔 친구들과의 소소한 내기에서 시작한 바카라가 점점 커졌습니다. 모든 돈을 걸게 됐고, 결국 6천만 원의 빚을 지게 되었습니다. 이 상황에서 벗어나기 위해 회생 신청을 하려고 합니다.",0,0,1,0,0,0,0,0,0.0,0
"온라인 쇼핑이 제 유일한 낙이었습니다. 카드빚이 눈덩이처럼 불어났고, 현재는 3천만 원 이상입니다. 이 빚을 갚을 방법이 없어 회생 신청을 고려하고 있습니다.",0,0,0,1,0,0,0,0,0.0,0
"세일만 보면 무조건 사야 한다는 강박관념에 시달리면서 카드 대금을 감당하지 못하게 되었습니다. 이제는 빚이 4천만 원을 넘어, 회생 절차를 밟으려고 합니다.",0,0,0,1,0,0,0,0,0.0,0
"부동산 투자가 안전하다는 말을 믿고, 전세보증금을 빼서 아파트를 구입했습니다. 하지만 집값이 하락하고 대출 이자를 감당할 수 없게 되었습니다. 회생 신청을 통해 이 문제를 해결하고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
"상가를 매입해 임대 수익을 기대했지만, 임차인을 구하지 못해 이자 부담이 커지고 있습니다. 현재 빚이 1억 원에 달하며, 회생 절차를 통해 다시 시작하고 싶습니다.",0,0,0,0,1,0,0,0,0.0,0
"작년에 회사에서 해고된 후로, 아직도 일자리를 찾지 못하고 있습니다. 생활비와 대출 이자가 계속 쌓여가고, 현재 빚이 5천만 원을 넘습니다. 이 상황에서 벗어나기 위해 회생 신청을 하려 합니다.",0,0,0,0,0,1,0,0,0.0,0
"건강 문제로 인해 일을 할 수 없게 되었고, 수입이 없으니 생활비와 의료비를 감당할 수 없습니다. 현재는 빚이 8천만 원 이상이며, 회생 절차를 통해 다시 일어설 수 있기를 바랍니다.",0,0,0,0,0,1,0,1,0.0,0
"인터넷에서 좋은 투자 기회를 발견하고 큰 돈을 투자했지만, 결국 사기를 당해 모든 재산을 잃었습니다. 남은 건 빚뿐이고, 회생 신청을 통해 이 상황에서 벗어나고 싶습니다.",0,0,0,0,0,0,1,0,0.0,0
"비트코인에 투자해서 한때는 정말 많은 돈을 벌었어요. 그런데 욕심이 과해서 대출까지 받아가며 추가 투자했죠. 결국, 시장이 무너지는 바람에 9천만 원을 잃고 빚더미에 앉았습니다. 지금은 이자를 갚을 수도 없어서 회생 신청을 고려 중입니다.",1,0,0,0,0,0,0,0,0.0,0
"작년에 루나코인이 오를 때, 저도 모든 저축을 쏟아부었어요. 그러나 갑작스러운 폭락으로 인해 모든 걸 잃었고, 빚이 1억 원 이상 남았습니다. 이 상황에서 벗어나기 위해 회생 신청을 준비하고 있습니다.",1,0,0,0,0,0,0,0,0.0,0
"주식 투자로 퇴직 후의 안정된 수익을 기대했지만, 경제 위기가 닥치면서 모든 재산을 잃었습니다. 현재는 퇴직금도 없고, 빚만 남아서 회생 신청을 고려 중입니다.",0,1,0,0,0,0,0,0,0.0,0
